"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","APPLES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","APPLES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>VALUE</b>","APPLES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>CV (%)</b>"
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","7,100","","0.239","","0.271","","1.1","","17",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","5,900","","0.2","","0.256","","1.3","","15",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (OCTACIDE-264 = 57001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","4,421,100","","17.91","","32.991","","1.8","","85",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM OIL = 63501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHORATE = 57201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","41,200","","2.501","","3.328","","1.3","","8",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (POTASSIUM SALTS = 79021)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PROPARGITE = 97601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)","2,800","","0.245","","0.255","","1","","7",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)","300","","0.097","","0.1","","1","","2",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","8,800","","0.104","","0.143","","1.4","","39",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIACLOPRID = 14019)","900","","0.193","","0.217","","1.1","","3",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","5,611,200","","","","","","","","99",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (BENZYLADENINE = 116901)","2,100","","0.031","","0.04","","1.3","","33",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (BUTENOIC ACID HYDRO. = 129104)","2,000","","0.061","","0.061","","1","","21",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPHACINONE = 67707)"," (Z)","","0.001","","0.001","","1.2","","3",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)"," (Z)",""," (Z)",""," (Z)","","1.6","","2",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DODECADIEN-1-OL = 129028)"," (Z)","","0.031","","0.031","","1",""," (Z)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DODECANOL = 1509)"," (Z)","","0.007","","0.007","","1",""," (Z)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (ETHEPHON = 99801)","20,300","","0.559","","0.682","","1.2","","19",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)","300","","0.023","","0.044","","1.9","","4",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLINS A4A7 = 116902)","1,100","","0.024","","0.024","","1","","30",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","113,000","","19.794","","40.951","","2.1","","2",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA = 56002)","1,000","","0.02","","0.033","","1.7","","20",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA, AMMONIUM SALT = 56004)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA, POTASSIUM SALT = 56003)","500","","0.04","","0.05","","1.3","","6",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA, SODIUM = 56007)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (NAD = 56001)","700","","0.059","","0.059","","1","","7",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (NRRL B-21856 = 6511)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (OCTADECADIEN (E,Z) = 117202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (OCTADECADIEN (Z,Z) = 117201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (PROHEXADIONE CALCIUM = 112600)","5,200","","0.256","","0.628","","2.5","","5",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (SPIRODICLOFEN = 124871)","1,200","","0.265","","0.265","","1","","3",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (STRYCHNINE = 76901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TETRADECANOL = 1510)"," (Z)","","0.001","","0.001","","1",""," (Z)",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","148,700","","","","","","","","75",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (ZINC PHOSPHIDE = 88601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS PUMILUS = 6485)","","","","","","","1.6","","1",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBT. GB03 = 129068)","","","","","","","1.2","","1",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","10,100","","0.865","","0.97","","1.1","","3",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENOMYL = 99101)","3,100","","0.614","","0.742","","1.2","","1",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","400","","0.015","","0.016","","1.1","","9",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BUTANONE = 44103)","500","","0.066","","0.15","","2.3","","1",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","1,317,400","","17.466","","24.653","","1.4","","17",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","908,800","","1.683","","8.879","","5.3","","34",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","2,000","","1.399","","1.761","","1.3","","",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","127,100","","2.169","","2.424","","1.1","","17",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXIDE = 25601)","5,200","","2.485","","6.218","","2.5","","",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXYCHLO. SUL. = 23503)","23,400","","2.59","","2.663","","1","","3",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXYCHLORIDE = 8001)","24,100","","2.425","","2.619","","1.1","","3",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER RESINATE = 23104)","200","","0.221","","0.238","","1.1","","",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","3,600","","1.089","","1.139","","1","","1",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","1,700","","0.122","","0.186","","1.5","","3",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DODINE = 44301)","8,400","","1.026","","1.681","","1.6","","2",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENARIMOL = 206600)","4,600","","0.064","","0.093","","1.5","","16",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","","","0.058","","0.11","","1.9","","",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","16,800","","2.472","","2.718","","1.1","","2",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (KRESOXIM-METHYL = 129111)","10,800","","0.105","","0.214","","2","","17",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","980,900","","2.488","","7.999","","3.2","","40",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANEB = 14505)","12,700","","2.404","","4.279","","1.8","","1",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","300","","0.453","","0.478","","1.1","","",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METIRAM = 14601)","262,800","","2.51","","8.296","","3.3","","10",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","22,700","","0.109","","0.187","","1.7","","40",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (OXYTETRACYCLINE = 6304)","8,100","","0.186","","0.224","","1.2","","12",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)","8,500","","2.125","","2.465","","1.2","","1",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PSEUDOMONAS FLUORESCENS A506 = 6438)","2,000","","0.267","","0.336","","1.3","","2",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","","","0.001","","0.001","","1.1","","9",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","2,700","","0.193","","0.283","","1.5","","3",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCIN = 6306)","12,800","","0.148","","0.299","","2","","14",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCIN SULFATE = 6310)","2,100","","0.242","","0.413","","1.7","","2",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","1,039,500","","5.652","","9.79","","1.7","","35",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","76,800","","0.376","","1.19","","3.2","","21",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","79,500","","1.916","","5.561","","2.9","","5",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","5,302,600","","","","","","","","86",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIADIMEFON = 109901)","3,300","","0.157","","0.241","","1.5","","4",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","8,800","","0.06","","0.098","","1.6","","29",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","38,500","","0.284","","0.414","","1.5","","30",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)","266,500","","2.615","","5.893","","2.3","","15",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, BEE = 30053)","300","","0.338","","0.338","","1","","",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIETH. SALT = 30016)","3,100","","0.675","","0.81","","1.2","","1",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","37,100","","0.838","","1.062","","1.3","","11",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","","","0.02","","0.022","","1.1","","",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","29,300","","1.363","","1.626","","1.2","","6",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","1,700","","0.662","","0.774","","1.2","","1",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","153,800","","0.938","","1.499","","1.6","","33",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","53,500","","1.943","","2.845","","1.5","","6",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","9,100","","2.555","","3.036","","1.2","","1",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","4,800","","0.731","","0.813","","1.1","","2",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","39,300","","0.717","","0.881","","1.2","","15",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","2,100","","1.569","","1.579","","1","","",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","55,300","","1.477","","1.775","","1.2","","10",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SULFOSATE = 128501)","4,500","","1.396","","1.81","","1.3","","1",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TERBACIL = 12701)","2,000","","0.519","","0.575","","1.1","","1",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","401,700","","","","","","","","43",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","200","","0.013","","0.017","","1.3","","4",""
"SURVEY","2005","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","14,500","","0.111","","0.153","","1.4","","31",""
