"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","LETTUCE, HEAD - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","LETTUCE, HEAD - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","LETTUCE, HEAD - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","LETTUCE, HEAD - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","LETTUCE, HEAD - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","LETTUCE, HEAD - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","LETTUCE, HEAD - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","LETTUCE, HEAD - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","LETTUCE, HEAD - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>VALUE</b>","LETTUCE, HEAD - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>CV (%)</b>"
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HEXAZINONE = 107201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","600","","0.851","","0.899","","1.1",""," (Z)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PRONAMIDE = 101701)","64,900","","0.641","","0.676","","1.1","","55",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","1,000","","0.278","","0.289","","1","","2",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","290,300","","","","","","","","63",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","200","","0.007","","0.007","","1","","18",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEPHATE = 103301)","66,800","","0.841","","0.934","","1.1","","41",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","2,000","","0.061","","0.064","","1","","18",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)"," (Z)","","0.012","","0.013","","1.1",""," (Z)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","600","","0.072","","0.075","","1","","5",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUBSP. AIZAWAI = 6403)"," (NA)",""," (NA)",""," (NA)","","1.1",""," (Z)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUBSP. KURSTAKI = 6402)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CRYOLITE = 75101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)","900","","0.04","","0.047","","1.2","","11",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYPERMETHRIN = 109702)","700","","0.093","","0.094","","1","","5",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYROMAZINE = 121301)","1,500","","0.121","","0.126","","1","","7",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","107,300","","0.639","","1.033","","1.6","","60",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)","8,500","","0.199","","0.217","","1.1","","22",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DINOTEFURAN = 44312)"," (Z)","","0.129","","0.135","","1",""," (Z)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DISULFOTON = 32501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (EMAMECTIN BENZOATE = 122806)","400","","0.01","","0.013","","1.2","","20",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ENDOSULFAN = 79401)","32,500","","0.881","","0.958","","1.1","","19",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","800","","0.042","","0.044","","1.1","","10",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (GAMMA-CYHALOTHRIN = 128807)"," (Z)","","0.014","","0.015","","1","","1",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","23,300","","0.198","","0.209","","1.1","","64",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (INDOXACARB = 67710)","2,000","","0.081","","0.088","","1.1","","13",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","2,300","","0.028","","0.039","","1.4","","34",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","62,600","","0.583","","0.845","","1.4","","43",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","13,900","","0.153","","0.171","","1.1","","46",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MYROTHECIUM VERRUC. = 119204)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)","800","","0.291","","0.291","","1","","2",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (OXYDEMETON-METHYL = 58702)","23,900","","0.497","","0.549","","1.1","","25",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)","15,600","","0.147","","0.18","","1.2","","50",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYMETROZINE = 101103)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ROTENONE = 71003)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","15,000","","0.077","","0.121","","1.6","","71",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TEBUFENOZIDE = 129026)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIODICARB = 114501)","700","","0.596","","0.758","","1.3","","1",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","434,100","","","","","","","","98",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","9,700","","0.046","","0.075","","1.6","","74",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, OTHER","CHEMICAL, OTHER: (METHYL BROMIDE = 53201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","LETTUCE","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","156,400","","","","","","","","1",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBT. GB03 = 129068)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","2,200","","0.434","","0.558","","1.3","","8",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CONIOTHYRIUM MINITAN = 28836)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIMETHOMORPH = 268800)","500","","0.194","","0.198","","1","","5",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENAMIDONE = 46679)","300","","0.217","","0.223","","1","","3",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)","34,700","","0.993","","1.083","","1.1","","67",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANEB = 14505)","35,700","","1.227","","1.254","","1","","59",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PHOSPHOROUS ACID = 76002)","1,300","","1.225","","1.315","","1.1","","2",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","200","","0.151","","0.158","","1","","2",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","4,900","","1.674","","2.143","","1.3","","5",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","82,700","","","","","","","","82",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (VINCLOZOLIN = 113201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BENEFIN = 84301)","16,100","","1.205","","1.222","","1","","27",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BENSULIDE = 9801)","91,600","","5.354","","5.381","","1","","35",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HEXAZINONE = 107201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PRONAMIDE = 101701)","19,600","","0.649","","0.668","","1","","61",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","128,600","","","","","","","","70",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEPHATE = 103301)","12,400","","0.824","","0.837","","1","","31",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","400","","0.067","","0.071","","1.1","","13",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUBSP. AIZAWAI = 6403)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUBSP. KURSTAKI = 6402)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)","500","","0.041","","0.043","","1.1","","24",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYPERMETHRIN = 109702)","700","","0.092","","0.093","","1","","15",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","10,800","","0.59","","0.592","","1","","38",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)","1,400","","0.24","","0.26","","1.1","","11",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (EMAMECTIN BENZOATE = 122806)","100","","0.011","","0.012","","1","","13",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ENDOSULFAN = 79401)","19,500","","0.954","","0.964","","1","","42",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","100","","0.044","","0.046","","1.1","","5",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","10,600","","0.268","","0.273","","1","","81",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (INDOXACARB = 67710)","500","","0.072","","0.076","","1.1","","14",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","200","","0.028","","0.033","","1.2","","11",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","18,900","","0.672","","0.74","","1.1","","53",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","7,500","","0.192","","0.224","","1.2","","70",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)","3,800","","0.185","","0.187","","1","","42",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYMETROZINE = 101103)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","5,400","","0.078","","0.117","","1.5","","95",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2006","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TEBUFENOZIDE = 129026)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
