"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","ORANGES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","ORANGES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","ORANGES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","ORANGES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","ORANGES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","ORANGES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","ORANGES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","ORANGES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","ORANGES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>VALUE</b>","ORANGES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>CV (%)</b>"
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","274,500","","1.213","","3.415","","2.8","","13",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","2,800","","0.586","","0.992","","1.7",""," (Z)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","47,900","","0.807","","1.226","","1.5","","6",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","305,500","","2.174","","4.755","","2.2","","10",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PRODIAMINE = 110201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SAFLUFENACIL = 118203)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","25,500","","1.047","","1.252","","1.2","","3",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","530,700","","2.779","","4.549","","1.6","","19",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SULFOSATE = 128501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TERBUTRYN = 80813)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (THIAZOPYR = 129100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","3,977,500","","","","","","","","66",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","7,400","","0.012","","0.023","","2","","51",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEPHATE = 103301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","2,200","","0.165","","0.214","","1.3","","2",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ALDICARB = 98301)","105,600","","3.65","","3.834","","1.1","","4",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ALUMINUM PHOSPHIDE = 66501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)","400","","0.003","","0.024","","7","","3",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)","800","","0.027","","0.039","","1.5","","3",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BUPROFEZIN = 275100)","10,400","","1.928","","2.963","","1.5","","1",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","251,100","","1.604","","4.245","","2.6","","10",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORETHOXYFOS = 129006)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","319,700","","1.283","","2.834","","2.2","","18",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CRYOLITE = 75101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)","1,600","","0.075","","0.112","","1.5","","2",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIFLUBENZURON = 108201)","168,900","","1.241","","1.86","","1.5","","15",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)","112,800","","0.371","","0.948","","2.6","","19",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (EMAMECTIN BENZOATE = 122806)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ENDOSULFAN = 79401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)","1,600","","1.002","","1.002","","1",""," (Z)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","63,800","","0.281","","0.463","","1.6","","22",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)","1,000","","0.111","","0.122","","1.1","","1",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FORMETANATE HYDRO. = 97301)","12,000","","0.966","","1.393","","1.4","","1",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)","1,600","","0.172","","0.197","","1.1","","1",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","102,700","","0.226","","0.491","","2.2","","34",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (KAOLIN = 100104)","156,900","","58.864","","62.634","","1.1",""," (Z)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","102,100","","0.65","","0.946","","1.5","","18",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHIDATHION = 100301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYCHLOR = 34001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","2,000","","0.19","","0.195","","1","","2",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MILBEMECTIN = 90105)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (OXAMYL = 103801)","5,400","","1.777","","1.777","","1",""," (Z)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","107,200","","0.885","","1.307","","1.5","","13",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)","1,300","","0.169","","0.306","","1.8","","1",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (POTASSIUM SALTS = 79021)","2,700","","4.08","","7.16","","1.8",""," (Z)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PROFENOFOS = 111401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)","3,700","","0.303","","0.449","","1.5","","1",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (S-METHOPRENE = 105402)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SABADILLA = 2201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110008)","6,800","","0.035","","0.044","","1.2","","25",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM-L = 110009)","6,800","","0.035","","0.044","","1.2","","25",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","7,400","","0.085","","0.145","","1.7","","8",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)","36,300","","0.205","","0.27","","1.3","","22",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFUR = 77501)","601,400","","6.237","","7.861","","1.3","","12",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIACLOPRID = 14019)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","19,000","","0.125","","0.145","","1.2","","21",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","2,494,600","","","","","","","","77",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","26,100","","0.048","","0.107","","2.2","","40",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (2,4-D, ISOPROP ESTER = 30066)","6,100","","0.067","","0.099","","1.5","","10",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (ALK. DIM. BENZYL 50% = 69106)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (ALK. DIM. BENZYL 60% = 69104)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (ALK. DIM. ETH. BENZ. = 69111)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (BT KURSTAKI SA-12 = 6518)"," (NA)",""," (NA)",""," (NA)","","1.1","","1",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPHACINONE = 67707)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CUPRAMMONIUM ACETATE = 36011)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIPHACINONE = 67701)"," (Z)",""," (Z)",""," (Z)","","2.1",""," (Z)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (FORCHLORFENURON = 128819)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROLYZATE = 100053)","200","","0.025","","0.084","","3.4",""," (Z)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDAZIFLAM = 80818)","700","","0.085","","0.132","","1.5","","1",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)","22,100","","0.512","","0.848","","1.7","","4",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","18,479,500","","18.651","","63.878","","3.4","","47",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (POTASSIUM GIBBER. = 43802)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (SODIUM HYPOCHLORITE = 14703)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (SPIRODICLOFEN = 124871)","45,000","","0.232","","0.382","","1.6","","19",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (STRYCHNINE = 76901)"," (Z)",""," (Z)","","0.001","","2.2","","1",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","ORANGES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","18,861,400","","","","","","","","60",""
