"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","GRAPES, TABLE TYPE, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","GRAPES, TABLE TYPE, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","GRAPES, TABLE TYPE, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","GRAPES, TABLE TYPE, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","GRAPES, TABLE TYPE, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","GRAPES, TABLE TYPE, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","GRAPES, TABLE TYPE, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","GRAPES, TABLE TYPE, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","GRAPES, TABLE TYPE, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>VALUE</b>","GRAPES, TABLE TYPE, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>CV (%)</b>"
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BUPROFEZIN = 275100)","11,100","","0.525","","0.626","","1.2","","16",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","900","","0.059","","0.06","","1","","13",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","31,700","","1.871","","1.955","","1","","14",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CLOTHIANIDIN = 44309)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CRYOLITE = 75101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUBENDIAMIDE = 27602)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","24,700","","0.354","","0.446","","1.3","","49",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METAFLUMIZONE = 281250)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","15,100","","0.22","","0.389","","1.8","","35",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110008)","2,100","","0.039","","0.042","","1.1","","46",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM-L = 110009)","2,100","","0.039","","0.042","","1.1","","46",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)","2,100","","0.114","","0.131","","1.2","","14",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","103,500","","","","","","","","60",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (BT KURSTAKI SA-12 = 6518)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)","165,400","","15.213","","16.164","","1.1","","9",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (E-8-DODECENYL ACETAT = 128907)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (ETHEPHON = 99801)","5,900","","0.326","","0.34","","1","","16",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (FORCHLORFENURON = 128819)","2,500","","0.328","","0.337","","1","","7",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)","6,400","","0.016","","0.072","","4.4","","79",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDAZIFLAM = 80818)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METRAFENONE = 325)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (POTASSIUM SILICATE = 72606)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (S-ABSCISIC ACID = 272000)","400","","0.316","","0.334","","1.1","","1",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","285,200","","","","","","","","80",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-8-DODECANOL = 128908)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-8-DODECEN ACETATE = 128906)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","27,700","","1.022","","1.388","","1.4","","23",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","8,400","","0.16","","0.19","","1.2","","52",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","42,800","","2.965","","3.132","","1.1","","16",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","18,500","","0.587","","1.012","","1.7","","22",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OCTANOATE = 23306)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXIDE = 25601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","14,100","","0.376","","0.415","","1.1","","40",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENARIMOL = 206600)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","10,000","","0.488","","0.494","","1","","24",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (KRESOXIM-METHYL = 129111)","2,700","","0.139","","0.141","","1","","23",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","5,000","","0.106","","0.127","","1.2","","47",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)","79,200","","2.737","","3.223","","1.2","","29",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","4,300","","0.081","","0.096","","1.2","","52",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","1,800","","0.478","","0.496","","1","","4",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)","1,700","","0.068","","0.075","","1.1","","26",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","1,502,100","","4.414","","21.152","","4.8","","84",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)","3,300","","0.115","","0.204","","1.8","","19",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","2,048,100","","","","","","","","85",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","4,400","","0.074","","0.099","","1.3","","53",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","8,000","","0.192","","0.22","","1.1","","43",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","200","","0.23","","0.347","","1.5","","1",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","23,100","","0.487","","0.605","","1.2","","45",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","5,900","","0.675","","0.816","","1.2","","9",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","50,400","","0.922","","2.446","","2.7","","24",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","1,600","","0.208","","0.217","","1","","9",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","25,500","","0.67","","1.072","","1.6","","28",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","7,500","","1.329","","1.465","","1.1","","6",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PYRAFLUFEN-ETHYL = 30090)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)","500","","0.035","","0.036","","1","","16",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","160,200","","","","","","","","54",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","100","","0.017","","0.018","","1.1","","7",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)","400","","0.021","","0.021","","1","","24",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BUPROFEZIN = 275100)","3,200","","0.503","","0.517","","1","","7",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CLOTHIANIDIN = 44309)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CRYOLITE = 75101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","1,700","","0.159","","0.178","","1.1","","11",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUBENDIAMIDE = 27602)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
